,bias,message,label,text,Name,Last Name,Party,Party_Bias,Party_Message
165,neutral,constituency,From: Kelly Ayotte (Senator from New Hampshire),Great to meet @horizonbeverage employees. So glad to have them working in NH http://t.co/Vmta6dwA6u,Kelly Ayotte,Ayotte,R,R-neutral,R-constituency
166,neutral,information,From: Cedric Richmond (Representative from Louisiana),Today the House voted in favor of the National Flood Insurance Fund. This protects over 1300 #Isaac claim payments from being delayed too.,Cedric Richmond,Richmond,D,D-neutral,D-information
167,partisan,policy,From: Ileana Ros-Lehtinen (Representative from Florida),"Apropiado q Maduro + Ortega juntos en #Nicaragua, ambos manipuladores d elecciones. #Venezuela + Nicaragua necesitan elecciones libres.",Ileana Ros-Lehtinen,Ros-Lehtinen,R,R-partisan,R-policy
168,neutral,personal,From: AndrÌ© Carson (Representative from Indiana),Have a great Labor Day weekend #Indy! Safe travels to you and your family.  I hope to see you out and about in the district.,AndrÌ© Carson,Carson,D,D-neutral,D-personal
169,neutral,personal,From: Cory Booker (Senator from New Jersey),@dwaynebenji Thank you so much Dwayne!!!!,Cory Booker,Booker,D,D-neutral,D-personal
170,neutral,information,From: Michael Fitzpatrick (Representative from Pennsylvania),"RT @PerkasieBorough: Due to the extreme flooding, CALLOWHILL STREET from 3rd to Walkers Way is currently closed. http://t.co/6GDTkQbpEZ",Michael Fitzpatrick,Fitzpatrick,R,R-neutral,R-information
171,partisan,attack,From: John Cornyn (Senator from Texas),Senator Obama debates President Obama: http://t.co/00kQ8qQlaa via @wtcommunities,John Cornyn,Cornyn,R,R-partisan,R-attack
172,neutral,policy,From: Alan Grayson (Representative from Florida),"It's Our Job to Pass Laws, Not Give Favors to Foreign Oil Corporations #Keystone
http://t.co/bnHVoNDFlZ",Alan Grayson,Grayson,D,D-neutral,D-policy
173,neutral,policy,From: Patrick McHenry (Representative from North Carolina),At the 3rd Annual Foothills Homeless Veterans Stand Down. Thank you to the over 150 volunteers forÛ_ http://t.co/DRNI8n8e37,Patrick McHenry,McHenry,R,R-neutral,R-policy
174,neutral,support,From: Sheldon Whitehouse (Senator from Rhode Island),"Thanks again to @AlGore for making the time to speak at #EEDayRI.  And ICYMI, here is the video of his speech: http://t.co/h5oGI3gj9a",Sheldon Whitehouse,Whitehouse,D,D-neutral,D-support
175,partisan,support,From: Vicky Hartzler (Representative from Missouri),Was glad to welcome Jason Smith to Congress and witness his swearing today. He is an outstanding leader who will represent MO-8 well.,Vicky Hartzler,Hartzler,R,R-partisan,R-support
176,neutral,personal,From: Dana Rohrabacher (Representative from California),@et_disclosure I got your message.,Dana Rohrabacher,Rohrabacher,R,R-neutral,R-personal
177,partisan,personal,From: Kelly Ayotte (Senator from New Hampshire),Great to be at @nnedv breakfast to support efforts to end domestic violence http://t.co/cPdvu76fY6,Kelly Ayotte,Ayotte,R,R-partisan,R-personal
179,neutral,personal,From: Edward Whitfield (Representative from Kentucky),My thoughts and prayers are with those affected by the recent storms in the U.S.!,Edward Whitfield,Whitfield,R,R-neutral,R-personal
180,neutral,information,From: Janice Hahn (Representative from California),A #GOPshutdown will mean the @SBAgov will stop processing loans to American #SmallBusinesses. #EnoughAlready!,Janice Hahn,Hahn,D,D-neutral,D-information
181,neutral,information,From: Todd Rokita (Representative from Indiana),"Live on @DennisDMZ today at 12:45p ET. Dennis out today, @ChristianDMZ guest hosts. Listen live: http://t.co/koyYMOD9Ky",Todd Rokita,Rokita,R,R-neutral,R-information
182,neutral,policy,From: Stephen Fincher (Representative from Tennessee),RT @ncfarmbureau: #FarmBill 2013 Voted out of Senate Ag Committee yesterday now House Ag Committee on schedule to vote their version tonight,Stephen Fincher,Fincher,R,R-neutral,R-policy
183,neutral,other,From: Cory Booker (Senator from New Jersey),RT @J_Insider: Kosher restaurant caters to a new Newark | NJJN http://t.co/w6GNv6oYA7 @corybooker,Cory Booker,Booker,D,D-neutral,D-other
184,neutral,media,From: Scott DesJarlais (Representative from Tennessee),Ex-official claims Clinton allies scrubbed #Benghazi docs in secret sessions http://t.co/G7XYhDvM0G,Scott DesJarlais,DesJarlais,R,R-neutral,R-media
185,neutral,other,From: John Delaney (Representative from Maryland),"Delaney Op-Ed in Washington Post: Debt Prioritization Not Rooted in Financial Reality, Bad for NationÛªs Standing
 http://t.co/BU7Lj9nbYC",John Delaney,Delaney,D,D-neutral,D-other
186,neutral,personal,From: Cory Booker (Senator from New Jersey),@living_rights Thanks so much for checking in. All is going well in this Vegan journey.,Cory Booker,Booker,D,D-neutral,D-personal
188,partisan,policy,From: Brad Wenstrup (Representative from Ohio),Tune In: Sec. Kerry is testifying about #syria before the @HASCRepublicans. Watch - http://t.co/5ZzHknJco2,Brad Wenstrup,Wenstrup,R,R-partisan,R-policy
190,partisan,media,From: Cory Booker (Senator from New Jersey),We are running late. Heading there now. The mayor VS me. RT @TheClimateHawk we showed up at the showdown.  Watch out for hole 6!,Cory Booker,Booker,D,D-partisan,D-media
191,neutral,personal,From: Blake Farenthold (Representative from Texas),"Congrats to @SouthwestAir: 43 yrs ago, 1st flights out of @DallasLoveField. We LUV having you serve #TX27 via @CCIntAirport &amp; @AUStinAirport",Blake Farenthold,Farenthold,R,R-neutral,R-personal
192,partisan,policy,From: John Boehner (Representative from Ohio),Via @CNN: ÛÏDemocratic senator asks Obama to delay #Obamacare deadlineÛ http://t.co/tvbzBSaU99 #FairnessForAll,John Boehner,Boehner,R,R-partisan,R-policy
193,neutral,personal,From: Vicky Hartzler (Representative from Missouri),Did you know I am on Instagram? Check it out and follow me! http://t.co/nx05a6uSlE http://t.co/4mLeZz3vcy,Vicky Hartzler,Hartzler,R,R-neutral,R-personal
194,neutral,media,From: Joyce Beatty (Representative from Ohio),Joined by colleague Congresswoman Tulsi Gabbard at Celebrity Charity Classic http://t.co/9qnZegKRPv,Joyce Beatty,Beatty,D,D-neutral,D-media
195,neutral,personal,From: Edward Markey (Senator from Massachusetts),"Join me, @SenWarren @MayorTomMenino &amp; Rep Capuano at Faneuil Hall #Boston today at 11AM. #DemandAction @nomorenames http://t.co/Q5ulw6lgm4",Edward Markey,Markey,D,D-neutral,D-personal
197,partisan,personal,From: Yvette Clarke (Representative from New York),But I remain concerned about the denial and insensitivity expressed in his initial response.,Yvette Clarke,Clarke,D,D-partisan,D-personal
198,partisan,mobilization,From: Debbie Wasserman Schultz (Representative from Florida),TodayÛªs Supreme Court action continues the march of progress towards #marriageequality for all: http://t.co/L41phSwCFY #26statestogo,Debbie Wasserman Schultz,Schultz,D,D-partisan,D-mobilization
201,neutral,policy,From: Kirsten Gillibrand (Senator from New York),V plsd to see @CDCgov report showing childhood obesity falling in many states incl #NY http://t.co/qnopVen5C2 But we must cont. to do more!,Kirsten Gillibrand,Gillibrand,D,D-neutral,D-policy
202,neutral,other,From: Scott DesJarlais (Representative from Tennessee),"@keysoffaith Hmm that's odd, here's another link: http://t.co/oS1EZVmCwL",Scott DesJarlais,DesJarlais,R,R-neutral,R-other
203,neutral,information,From: Darrell Issa (Representative from California),"the supreme Court shall have appellate Jurisdiction, both as to Law and Fact, with such Exceptions,",Darrell Issa,Issa,R,R-neutral,R-information
204,partisan,attack,From: Kevin McCarthy (Representative from California),READ: Our letter to POTUS on reforming the #VA. He must lay out a vision for mending what is clearly a broken system http://t.co/EX5z6szspr,Kevin McCarthy,McCarthy,R,R-partisan,R-attack
208,partisan,policy,From: Dina Titus (Representative from Nevada),"@GhostreconLee - I'm a proud cosponsor of HR 3546, which would extend this critical lifeline for one year. #RenewUI http://t.co/8Uey04mOEi",Dina Titus,Titus,D,D-partisan,D-policy
209,neutral,support,From: Dina Titus (Representative from Nevada),MT @RepLindaSanchez: @HouseGOP shouldn't limit access to quality #EarlyEd. We should instead invest in our future! http://t.co/mFH6nJMicd,Dina Titus,Titus,D,D-neutral,D-support
212,partisan,support,From: Ileana Ros-Lehtinen (Representative from Florida),"Said on @nbc6: even though airstrikes r long overdue, I support action though #Obama shouldn't circumvent #Congress https://t.co/TYQZlguwns",Ileana Ros-Lehtinen,Ros-Lehtinen,R,R-partisan,R-support
213,neutral,policy,From: Jim McGovern (Representative from Massachusetts),ItÛªs 10/10 and I support HR 1010 that will #RaisetheWage to $10.10 an hour. #Timefor1010,Jim McGovern,McGovern,D,D-neutral,D-policy
214,neutral,support,From: Heidi Heitkamp (Senator from North Dakota),1 - False. Lewis &amp; Clark encountered their first grizzly bears in #NorthDakota. #NationalTriviaDay,Heidi Heitkamp,Heitkamp,D,D-neutral,D-support
215,neutral,personal,From: Thomas Massie (Representative from Kentucky),great times at #YALcon13 @YALiberty http://t.co/CJssIcVk4b,Thomas Massie,Massie,R,R-neutral,R-personal
218,neutral,mobilization,From: Frank Pallone (Representative from New Jersey),To honor Sakia GunnÛªs memory letÛªs take real action for LGBTQ #Equality &amp;against violence/discrimination @AAOGCNewark http://t.co/5SVBu2sIUK,Frank Pallone,Pallone,D,D-neutral,D-mobilization
219,partisan,policy,From: Michael Turner (Representative from Ohio),"@egpvokpvalleyok Actually, I voted against the BCA defense cuts known as sequester. http://t.co/V2tNpFF3GM",Michael Turner,Turner,R,R-partisan,R-policy
220,partisan,policy,From: Mark Meadows (Representative from North Carolina),Introduced the GROWTH Act today w/ @DentPressShop to reform #unemployment insurance while bolstering job creation: http://t.co/x0Tc8sSjtj,Mark Meadows,Meadows,R,R-partisan,R-policy
222,neutral,personal,From: Thomas Carper (Senator from Delaware),"ACA requires insurers to spend 80% of premiums on medical care, as a result 8.5M Americans got a rebate #GetCovered http://t.co/jdphG4Ev3g",Thomas Carper,Carper,D,D-neutral,D-personal
223,neutral,media,From: Scott Tipton (Representative from Colorado),Headed to @NatResources hearing on American Energy Jobs w/ @mikeroweworks testifying. Watch live: http://t.co/NLLmeicpx6,Scott Tipton,Tipton,R,R-neutral,R-media
224,neutral,information,From: Michelle Lujan Grisham (Representative from New Mexico),"Larry Webb w/City of Rio Rancho says conservation is big deal, but low-hanging fruit when it comes water alternatives. #NMWaterInnovation",Michelle Lujan Grisham,Grisham,D,D-neutral,D-information
226,neutral,personal,From: Joe Donnelly (Senator from Indiana),There are many resources available to those who struggle with suicidal thoughts.-Joe,Joe Donnelly,Donnelly,D,D-neutral,D-personal
227,neutral,media,From: Tim Huelskamp (Representative from Kansas),I will join @tperkins on his show today at 5:25pm EST/4:25pm CST. You can listen here: http://t.co/MLa7xs5NpW,Tim Huelskamp,Huelskamp,R,R-neutral,R-media
228,partisan,policy,From: Raul Labrador (Representative from Idaho),"With the President continuing to abuse his power, pls read my new e-newsletter, ""Enforcing the Law is Not Optional"": http://t.co/mUwUo6xOiY",Raul Labrador,Labrador,R,R-partisan,R-policy
230,neutral,personal,From: Bill Flores (Representative from Texas),Jumped off the top of a perfectly good stadium!,Bill Flores,Flores,R,R-neutral,R-personal
231,partisan,policy,From: Peter Roskam (Representative from Illinois),TheyÛªll get only longer under #ACA ÛÏChicago-area hospitals top Crain's list of the longest ER waits.Û -@CrainsChicago http://t.co/5DiWAYkniQ,Peter Roskam,Roskam,R,R-partisan,R-policy
232,neutral,personal,From: Kelly Ayotte (Senator from New Hampshire),Enjoyed touring DellÛªs facility in Nashua this morning http://t.co/D3crN2QBzs,Kelly Ayotte,Ayotte,R,R-neutral,R-personal
233,partisan,policy,From: Charles Grassley (Senator from Iowa),"Hancock Co.mtg - 82ppl in Garner. Qs abt SSNotch, Debt, Guns, homeland Security,PTSD, WHTours, GayMarriage, TermLimits, CropInsur, Farm Bill",Charles Grassley,Grassley,R,R-partisan,R-policy
234,partisan,policy,From: Marco Rubio (Senator from Florida),@americasvoice working off left wing Playbook. Don't agree with the version of #immigrationreform they want?Then you are a hater.,Marco Rubio,Rubio,R,R-partisan,R-policy
236,partisan,support,From: Barbara Mikulski (Senator from Maryland),"I believe that in America if you work hard &amp; play by the rules, you should be able to get ahead #PaycheckFairness   
http://t.co/Vl8RimfIXa",Barbara Mikulski,Mikulski,D,D-partisan,D-support
237,neutral,policy,From: Amy Klobuchar (Senator from Minnesota),Thnx @SenatorBarb Mikulski @SenBlumenthal @maziehirono 4 cosponsoring the Smartphone Theft Prevention Act.1/3 of burglaries are now cells!,Amy Klobuchar,Klobuchar,D,D-neutral,D-policy
238,neutral,policy,From: Debbie Wasserman Schultz (Representative from Florida),".@wecanwait @HuffPostParents I had pen pal. ItÛªs different, b/c real time, no pause button, lag time between whatÛªs said or should be said.",Debbie Wasserman Schultz,Schultz,D,D-neutral,D-policy
239,neutral,personal,From: Adam Schiff (Representative from California),Happy birthday to @FLOTUS Michelle Obama! YouÛªve been a fantastic First Lady and wonderful leader on veterans issues. #AndManyMore,Adam Schiff,Schiff,D,D-neutral,D-personal
240,partisan,policy,From: Kelly Ayotte (Senator from New Hampshire),Am cosponsoring @SenatorShaheen @robportman bill to increase #energyefficiency across public &amp; private sectors http://t.co/vagyn98Pz7,Kelly Ayotte,Ayotte,R,R-partisan,R-policy
241,partisan,attack,From: David McKinley (Representative from West Virginia),U.S. veterans using federal govtÛªs online benefits system experience #glitches. Sound familiar? http://t.co/S8Eb7sKe12,David McKinley,McKinley,R,R-partisan,R-attack
242,neutral,support,From: Dina Titus (Representative from Nevada),"I voted to reopen the govt., put people back to work, &amp; protect our country from an unprecedented financial crisis http://t.co/QMyc7C710u",Dina Titus,Titus,D,D-neutral,D-support
243,neutral,personal,From: Vicky Hartzler (Representative from Missouri),Today let us celebrate our freedoms and how blessed we are to live in this great country. Happy #IndependenceDay http://t.co/jXwNvpSBhw,Vicky Hartzler,Hartzler,R,R-neutral,R-personal
244,neutral,personal,From: Bob Casey (Senator from Pennsylvania),"30 years on, #Hezbollah and its backers in #Iran still aim to attack our national security interests.",Bob Casey,Casey,D,D-neutral,D-personal
245,neutral,information,From: Mark Udall (Senator from Colorado),Creative #COenergy development at EDF Heartland #Biogas Proj in #WeldCounty shows #CO in driver's seat on innovation. http://t.co/1pRtJVQjXv,Mark Udall,Udall,D,D-neutral,D-information
